,group_practice_pac_id,n_referral,n_potential_referral,networkmarketshare,networkmarketshare_percentile,leaktileold,n_radiologists,groupsize,lpr,normalized_rvu,to_latitude,to_longitude,ind_academic,average_day_wait,pct_urban,population,sdi_score,highneeds_score,rads_bene,ttl_bene,group_weight,region,state,legalname,radiology_only
41,2567455082,1493,135983,0.010979314,0.034482759,0.965517241,2,A,0.21937524,133858.685,41.8208,-71.41306,0,27.29022222,1,10440,86,99,401,894,0.443621136,Northeast,RI,"LIFESPAN PHYSICIAN GROUP, INC.",0
42,4688560006,4884,436020,0.011201321,0.035323802,0.964676198,33,B,0.012534344,58.27151515,34.808165,-86.89623,0,72.48815957,0.495,23796,23,1,855,2021,0.418319085,South,AL,"DIAGNOSTIC HEALTH MRI OF GADSDEN, LLC",0
43,8820902653,33211,2963155,0.011207986,0.036164844,0.963835156,8,A,0.008350682,1324.1775,40.653935,-73.587,0,56.25601634,1,43795,73,77,995,14562,0.067562701,Northeast,NY,WESTERN NASSAU DIAGNOSTIC IMAGING SERVICES P.C.,1
44,6406747997,745,65835,0.011316169,0.037005887,0.962994113,2,A,0.451655387,18269.195,40.60787,-74.08991,0,52.69742308,1,42244,82,55,414,448,0.91364979,Northeast,NY,"HEALTHCARE ASSOCIATES IN MEDICINE, P.C",0
45,8022094150,1533,134145,0.011427932,0.03784693,0.96215307,2,A,0.179759791,5080.995,40.302374,-78.93802,0,63.88051316,0.882,20306,21,58,465,1264,0.363675642,Northeast,PA,RICHARD M KASTELIC MD AND ASSOC PC,0
46,1850612847,3838,334196,0.011484279,0.038687973,0.961312027,3,A,0.108208135,396.8566667,41.695434,-87.62255,0,57.92341509,1,67914,90,88,592,1782,0.328395795,Midwest,IL,ADVANCED IMAGING SERVICES,1
47,2961451315,21101,1833469,0.011508785,0.039529016,0.960470984,17,B,0.025944329,1399.183529,28.238489,-82.181913,0,62.86738021,0.998,20532,58,99,8825,19551,0.446188685,South,FL,ROSE RADIOLOGY CENTERS INC,1
48,6406800234,1104,95374,0.011575482,0.040370059,0.959629941,28,B,0.009144176,862.7771429,34.621373,-98.4001,0,11.57834,0.823,23845,61,33,114,435,0.259035391,South,OK,LAWTON INDIAN HOSPITAL,0
49,8921256553,17410,1501763,0.011593041,0.041211102,0.958788898,2,A,0.221071546,7036.07,39.067174,-95.88115,0,61.84939799,0.324,3470,12,87,2047,4523,0.447328995,Midwest,KS,TALLGRASS ORTHOPEDIC AND SPORTS MEDICINE LLC,0
50,3072749589,9636,820376,0.011745834,0.042052145,0.957947855,2,A,0.078370474,11906.395,41.378051,-81.77945,0,64.1546468,1,49840,41,90,407,2536,0.158603882,Midwest,OH,HEALTHSPAN PHYSICIANS LLC,0
51,5294626941,935,78889,0.011852096,0.042893188,0.957106812,4,A,0.137970633,650.7675,0,0,0,25.764075,1,30237,28,100,1478,2615,0.558501951,Northeast,NY,"PARK AVENUE RADIOLOGISTS, P.C.",1
52,446223689,8350,698939,0.011946679,0.04373423,0.95626577,3,A,0.043408709,822.97,42.047178,-87.89058,0,62.20295588,1,61096,41,58,729,5465,0.131800708,Midwest,IL,"TOUHY DIAGNOSTIC AT HOME, LLC",1
53,1850290248,6927,579793,0.011947367,0.044575273,0.955424727,13,B,0.034393968,731.3884615,40.09261,-75.04118,0,62.58855668,1,32661,55,96,4580,10000,0.452528106,Northeast,PA,"JEANES RADIOLOGY ASSOCIATES, PC",1
54,5991943094,3742,309115,0.012105527,0.045416316,0.954583684,2,A,0.153893147,4455.985,40.911082,-73.04966,0,58.89170253,1,26171,24,41,1083,3434,0.311557867,Northeast,NY,PJS MEDICAL DIAGNOSTIC PLLC,0
55,7517867997,1738,143515,0.012110232,0.046257359,0.953742641,21,B,0.013254531,7.263333333,41.766029,-88.35254,0,44.52907895,0.997,55089,78,34,81,284,0.281757293,Midwest,IL,"AURORA RADIOLOGY CONSULTANTS, S.C.",1
56,3678892247,3704,305702,0.012116375,0.047098402,0.952901598,12,B,0.071204365,252.31,41.940832,-87.65852,0,62.55098551,1,69147,33,98,1822,2081,0.864932227,Midwest,IL,SPECTRUM IMAGING SC,1
57,3476511064,1503,123704,0.012149971,0.047939445,0.952060555,7,A,0.040237559,225.2014286,40.933943,-74.11671,0,46.96407042,1,33164,18,46,579,2006,0.285127202,Northeast,NJ,DIAGNOSTIC IMAGING ASSOCIATES OF NORTH JERSEY PA,1
58,3779724224,761,62526,0.012170937,0.048780488,0.951219512,3,A,0.325268753,353.7033333,42.169325,-87.86556,0,57.88544444,1,27356,3,10,720,720,0.987829063,Midwest,IL,STAT IMAGING LLC,1
59,6305749839,17914,1463853,0.012237568,0.049621531,0.950378469,5,A,0.119994483,1025.444,32.586005,-80.82739,0,71.61016253,0,525,75,23,3023,4916,0.60740558,South,LA,RADIOLOGY SPECIALISTS LLC,1
60,547157877,24160,1971434,0.012255039,0.050462574,0.949537426,2,A,0.052490947,564.54,36.038181,-115.086999,0,38.4186148,1,49105,37,38,167,1552,0.106284413,West,NV,YARBRO LTD,1
61,3274546817,5497,446642,0.012307396,0.051303616,0.948696384,4,A,0.114150046,426.275,30.013985,-90.19128,0,73.65905185,1,16687,43,88,857,1831,0.462289766,South,LA,DOCTORS IMAGING SERVICES LLC,1
62,5294644530,3700,300576,0.012309699,0.052144659,0.947855341,5,A,0.006202806,672.034,39.034838,-94.54507,0,75.85486127,0.998,20590,91,87,22,692,0.031400559,Midwest,MO,SWOPE HEALTH SERVICES,0
63,4284735416,3970,321687,0.012341189,0.052985702,0.947014298,4,A,0.113559732,283.1825,0,0,0,46.78430636,1,30237,28,100,556,1194,0.459914823,West,CA,STOCKTON MRI AND MOLECULAR IMAGING MEDICAL CENTER INC,1
64,7012162464,2283,184821,0.012352492,0.053826745,0.946173255,6,A,0.044908908,3186.955,30.327126,-89.93118,0,52.80029496,0.598,10528,54,20,2269,8214,0.272823496,South,LA,PARADIGM HEALTH SYSTEM,1
65,8527010925,10431,843924,0.012360118,0.054667788,0.945332212,4,A,0.043406948,979.3475,40.848764,-73.93496,0,57.67702519,1,59844,98,49,869,4882,0.175800708,Northeast,NY,ENTERPRISE RADIOLOGY PC,1
66,6709104995,1318,106004,0.012433493,0.055508831,0.944491169,20,B,0.042799249,158.9375,42.16489,-83.78387,0,45.97465574,0.764,21937,3,5,1887,2150,0.86676186,West,CA,SIMONMED RADIOLOGY PLLC,1
67,9739121732,1625,130656,0.01243724,0.056349874,0.943650126,3,A,0.008343737,1948.953333,37.661647,-77.52632,0,83.88852252,1,34017,10,30,187,7286,0.02534645,South,VA,PAREDES INSTITUTE FOR WOMEN'S IMAGING PC,1
68,8224929997,8664,693988,0.012484366,0.057190917,0.942809083,7,A,0.001573468,9826.29,40.781894,-73.95039,0,64.75034402,1,61927,38,98,13,1151,0.011153521,Northeast,NY,AMERICAN ACCESS CARE PHYSICIAN PLLC,0
69,7719884741,46820,3738145,0.012524929,0.05803196,0.94196804,6,A,0.070646746,3544.31,42.465275,-83.2264,0,60.22662154,1,21372,59,82,2796,6432,0.429256887,Midwest,MI,NORTHLAND RADIOLOGY INC,1
70,3577577451,1310,101789,0.01286976,0.058873003,0.941126997,2,A,0.180093334,547,40.569394,-74.11785,0,52.64383333,1,54939,37,55,431,1166,0.364882619,Northeast,NY,"INTEGRATED DIAGNOSTIC IMAGING AND CARDIOLOGY OF STATEN ISLAND, PC",1
71,4284679580,741,57548,0.012876208,0.059714045,0.940285955,3,A,0.022191609,128.03,33.967562,-118.03384,0,60.18137778,1,27421,88,73,55,805,0.06744324,West,CA,"SOUTHERN CALIFORNIA DIAGNOSTIC IMAGING, INC.",1
72,1850616590,12460,942351,0.013222249,0.060555088,0.939444912,12,B,0.022781678,131.24,26.65671,-80.25377,0,60.62908034,0.982,56497,20,17,550,1959,0.277043268,South,FL,RADIOLOGY ASSOCIATES OF FLORIDA,1
73,8426032145,4997,374028,0.013359962,0.061396131,0.938603869,6,A,0.052188117,439.545,33.624546,-112.1767,0,64.69576419,1,24735,53,49,1112,3457,0.317368736,West,AZ,SUN RADIOLOGY PC,1
74,941191282,3638,271720,0.013388783,0.062237174,0.937762826,3,A,0.245067716,20075.97,40.047966,-86.46592,0,22.58261212,0.699,22064,37,47,1213,1606,0.745180203,Midwest,IN,INDIANAPOLIS NEUROSURGICAL GROUP PC,0
75,5991767782,13870,1032996,0.013426964,0.063078217,0.936921783,2,A,0.126373413,3580.1,43.377113,-84.66256,0,57.56001838,0.723,12945,72,91,1510,5815,0.256186635,Midwest,MI,"MID-MICHIGAN RADIOLOGY ASSOCIATES, PC",1
76,749270197,11,794,0.013853904,0.06391926,0.93608074,2,A,0.003094701,10543.205,33.606663,-86.28912,0,0.909,0.467,10205,79,74,91,14298,0.006276353,South,AL,"INRI MEDICAL ASSOCIATES, PC",0
77,5193762870,973,70066,0.013886907,0.064760303,0.935239697,2,A,0.457812664,503.32,40.149164,-75.16047,0,60.80327586,1,5257,7,41,661,702,0.928519594,Northeast,PA,"DIAGNOSTIC IMAGING SPECIALISTS, LLC",1
78,446249304,4244,304889,0.01391982,0.065601346,0.934398654,2,A,0.220813486,243.655,33.754053,-96.57867,0,54.70707299,0.841,22325,62,87,228,502,0.447861118,South,TX,"RADIOLOGY ASSOCIATES OF DENISON, LLP",1
79,1658262407,3001,213654,0.014046074,0.066442389,0.933557611,8,A,0.062873295,366.5175,41.097529,-73.96996,0,44.10626144,1,7490,3,22,1901,3674,0.51015199,Northeast,NY,PERSONAL HEALTH IMAGING PLLC,1
80,8123200805,292,20720,0.014092664,0.067283431,0.932716569,4,A,0.03481948,81.195,45.373991,-122.77127,0,35.9381,0.963,28066,46,15,95,663,0.141268774,West,OR,INTERVENTIONAL AND VASCULAR CONSULTANTS PC,0
81,5395718670,1681,118598,0.014173932,0.068124474,0.931875526,13,B,0.046839787,121.9238462,38.007898,-84.53452,0,45.13425397,1,28611,37,55,807,1288,0.617672078,South,KY,"NICHOLASVILLE ROAD MRI, LLC",0
82,7315837671,1761,123008,0.014316142,0.068965517,0.931034483,2,A,0.113384819,4652,39.333248,-85.47579,0,43.84222222,0.56,21254,48,27,218,934,0.230063256,Midwest,IN,DECATUR COUNTY MEMORIAL HOSPITAL,0
83,4183536238,8044,561475,0.014326551,0.06980656,0.93019344,6,A,0.071271087,712.505,42.501385,-83.10474,0,65.94696273,1,30123,75,80,1787,4060,0.433841984,Midwest,MI,OAKLAND MEDICAL GROUP PC,0
84,8921041310,1328,92428,0.01436794,0.070647603,0.929352397,4,A,0.176466753,479.1275,40.767751,-74.0302,0,52.78158442,1,68790,98,21,1172,1613,0.71615671,Northeast,NJ,HUDSON RIVER RADIOLOGY CENTER LLC,1
85,4789846262,3455,238904,0.014461876,0.071488646,0.928511354,3,A,0.011082311,15439.78667,30.233865,-95.49679,0,42.12329771,0.682,13573,11,95,56,1636,0.033734801,South,TX,"CARDIAC CATH LAB OF CONROE, LP",1
86,2365666559,995,68386,0.014549762,0.072329689,0.927670311,48,B,0.00104205,10.65104167,40.893343,-73.9758,1,59.85117742,1,27919,65,83,53,1029,0.050756912,Northeast,NJ,"UNIVERSITY RADIOLOGY TEANECK, LLC",1
87,2163327024,3324,221347,0.015017145,0.073170732,0.926829268,6,A,0.009706375,961.0883333,33.833416,-118.29198,1,76.30645806,1,17585,53,74,261,4348,0.059126156,West,CA,HARBOR-UCLA FACULTY PRACTICE PLAN A MEDICAL GROUP INC.,0
88,9032022579,1758,116368,0.015107246,0.074011775,0.925988225,34,B,0.000584529,1984.554706,47.629653,-122.29752,0,59.88954762,1,22230,21,67,146,7126,0.02017883,West,WA,GROUP HEALTH COOPERATIVE,0
89,4284520529,10227,673294,0.015189501,0.074852817,0.925147183,5,A,0.01455878,3006.636,37.801878,-122.41018,0,66.52577841,1,27485,80,94,430,5729,0.073916655,West,CA,NORTH EAST MEDICAL SERVICES,0
90,3678652625,7190,468839,0.015335755,0.07569386,0.92430614,11,B,0.001467405,1019.500909,29.704584,-95.40466,0,48.12202426,1,10279,30,87,150,9010,0.016392856,South,TX,"METHODIST RADIOLOGY ASSOCIATES, PLLC",1
91,9931157609,1740,113441,0.01533837,0.076534903,0.923465097,15,B,0.04203604,95.162,32.858398,-97.17681,0,28.86791358,1,11620,3,86,770,1184,0.640362716,South,TX,"CONSULTANTS IN RADIOLOGY, PA",1
92,5799689659,9367,610388,0.015345977,0.077375946,0.922624054,77,C,0.004288203,71.28077922,25.487988,-80.42692,0,72.94041538,1,55392,94,38,157,461,0.335337704,South,FL,RADIOLOGY ASSOCIATES OF SOUTH FLORIDA PA,1
93,5799870697,74,4805,0.015400624,0.078216989,0.921783011,3,A,0.32314531,91.28,40.771286,-73.92462,0,23.2846,1,35271,86,71,182,182,0.984599376,Northeast,NY,CRESCENT RADIOLOGY PLLC,1
94,840298543,9222,593605,0.015535583,0.079058032,0.920941968,14,B,0.026295123,239.0935714,37.397823,-122.16605,0,55.3092285,0.925,3655,35,100,1059,2788,0.373941111,West,CA,LPCH MEDICAL GROUP DIV OF LUCILE,1
95,7214903483,10548,677877,0.015560345,0.079899075,0.920100925,8,A,0.069157704,2337.71875,43.812371,-82.69274,0,53.52112424,0,3859,48,43,3785,6630,0.562006651,Midwest,MI,HARBOR BEACH COMMUNITY HOSPITAL INC,0
96,8628142361,23171,1487947,0.015572463,0.080740118,0.919259882,2,A,0.10665081,2872.965,40.082782,-74.2094,0,65.80427451,0.998,96575,81,97,1789,8128,0.216675795,Northeast,NJ,"SHORE IMAGING, P.C",1
97,9830226554,494,31512,0.015676568,0.081581161,0.918418839,2,A,0.025985626,74.15,45.181311,-89.70469,0,26.181,0.531,18941,31,27,14,261,0.052798958,Midwest,WI,RADIOLOGY MERRILL SC,1
98,2961592878,1949,123516,0.015779332,0.082422204,0.917577796,4,A,0.002674149,498.515,37.527237,-121.9679,0,58.90423288,1,64696,40,40,66,5977,0.010868088,West,CA,"SILICON VALLEY MEDICAL IMAGING, INC, A MEDICAL CORPORATION",1
99,7911153770,465,29340,0.015848671,0.083263246,0.916736754,5,A,0.057115967,201.624,40.868699,-74.17102,0,31.991,1,26338,25,69,189,641,0.290178785,Northeast,NJ,CLIFTON IMAGING CENTER,1
100,1759547979,1628,102548,0.015875492,0.084104289,0.915895711,2,A,0.364518251,399.475,26.211122,-80.2631,0,56.5252093,1,46181,46,98,411,546,0.740797019,South,FL,IMPRESSION IMAGING LLC,1
101,3072427426,582,35766,0.016272438,0.084945332,0.915054668,2,A,0.042924398,33518.23,33.495343,-117.07657,0,37.77993103,0.902,77420,18,7,1553,17506,0.087268874,West,CA,VALLEY RADIOTHERAPY ASSOCIATES MEDICAL GROUP INC,1
102,244247864,627,38248,0.016393014,0.085786375,0.914213625,10,B,0.0167697,5.605,34.050411,-118.21195,0,35.91735294,1,48277,100,52,26,150,0.170491878,West,CA,RADIOLOGY MEDICAL GROUP OF WMMC,1
103,5092628479,51044,3100898,0.016461038,0.086627418,0.913372582,5,A,0.017109471,12937.546,21.98081,-159.37746,0,55.08482151,0.972,17608,46,25,2307,26087,0.086979123,West,HI,KAUAI MEDICAL CLINIC,0
104,5092616276,25416,1516058,0.01676453,0.087468461,0.912531539,2,A,0.115302785,31168.325,37.045593,-93.30563,0,59.21539591,0.794,31557,35,42,3038,12736,0.234537481,Midwest,MO,SGOH ACQUISITION INC,0
105,5799702700,7888,470022,0.016782193,0.088309504,0.911690496,9,A,0.015253501,114.0355556,32.897459,-96.5497,0,83.30265147,1,25827,19,6,215,1514,0.139624722,South,TX,LAKE POINTE RADIOLOGY ASSOCIATES PA,1
106,8820037898,13755,815600,0.016864885,0.089150547,0.910849453,5,A,0.004273793,328.18,41.163879,-73.265744,0,71.13946701,0.964,34931,4,16,82,3709,0.02173553,Northeast,CT,"MEDICAL SPECIALTY GROUP, P.C.",0
107,9335369610,12542,743372,0.016871768,0.08999159,0.91000841,4,A,0.055484131,1003.88,27.885359,-81.522998,0,66.58923177,0.711,9950,71,100,1321,5753,0.225745245,South,FL,PM RADIOLOGY P L,1
108,4385535954,4170,245220,0.017005138,0.090832632,0.909167368,2,A,0.061156061,485725.435,33.030556,-96.89328,0,64.37079268,1,24529,28,8,931,7355,0.124428038,South,TX,TEXAS HEALTH PHYSICIANS GROUP,0
109,5496779290,16602,968519,0.017141636,0.091673675,0.908326325,6,A,0.079302781,1199.861667,40.933943,-74.11671,0,70.14535611,1,33164,18,46,3475,7055,0.484115211,Northeast,NJ,DENVILLE DIAGNOSTICS IMAGING AND OPEN MRI LLC,1
110,4789725433,788,45716,0.017236854,0.092514718,0.907485282,5,A,0.065822263,188.708,40.802395,-73.93359,0,32.86915385,1,33920,100,48,459,1347,0.334883656,Northeast,NY,MADISON AVENUE RADIOLOGY PC,1
111,4789698986,5707,330158,0.017285663,0.093355761,0.906644239,3,A,0.013660758,1570.363333,41.413114,-72.90409,0,71.65897407,0.94,19431,24,95,62,1461,0.041703141,Northeast,CT,RADIOLOGY GROUP PC,1
112,6103097779,1383,79173,0.017468076,0.094196804,0.905803196,14,B,0.007227764,13666.32286,33.36344,-111.75093,0,51.12176667,1,52774,24,8,1055,10065,0.102987698,West,AZ,BANNER CANCER CENTER SPECIALISTS LLC,0
113,9830094515,12642,722322,0.01750189,0.095037847,0.904962153,17,B,0.009824998,233.0635294,39.134062,-76.8579,0,59.78283639,0.998,32129,21,15,689,3982,0.170000301,West,CA,SUTTER VALLEY MEDICAL FOUNDATION,1
114,2264686443,2523,143859,0.017538006,0.09587889,0.90412111,4,A,0.010519089,709.2575,25.814225,-80.13085,0,36.96249635,1,23381,51,96,50,1147,0.042827463,South,FL,"MSMC INTERVENTIONAL, LLC",1
115,345435830,7776,437184,0.017786561,0.096719933,0.903280067,3,A,0.101336003,1416.173333,40.632449,-73.99629,0,70.194235,1,97670,88,76,1655,5252,0.309513184,Northeast,NY,JAY LERMAN MD PC,1
