group_practice_pac_id,year,index,n_referral,n_potential_referral,networkmarketshare,n_radiologists,normalized_rvu,to_latitude,to_longitude,ind_academic,average_day_wait,pct_urban,population,sdi_score,highneeds_score,rads_bene,ttl_bene,group_weight,region,state,legalname,radiology_only,PracticeSize2014,PracticeSize2015,PracticeSize2016,PracticeSize2017,allyears
3577450048,2014,3.58E+13,29181,761242,3.833340777,2,3780.485,27.943549,-82.50656,0,60.48237603,1,17293,36,51,2340,9760,0.239754098,South,FL,MEMORIAL HOSPITAL OF TAMPA,0,2,2,2,#N/A,0
1153571104,2014,1.15E+13,20442,254153,8.043186584,2,2462.57,34.70062,-112.63753,0,71.60236028,0.516,18064,28,99,1710,7186,0.237962705,West,AZ,MEDWISE PC,0,2,2,2,#N/A,0
6901890243,2014,6.90E+13,334,11787,2.833630271,2,6683.895,47.648941,-117.43174,0,55.60122222,1,6205,71,20,273,6831,0.039964866,West,ID,MEDICAL ONCOLOGY ASSOCIATES PS,0,2,1,1,#N/A,0
2961503511,2014,2.96E+13,14527,259040,5.608014206,2,1500.105,41.472881,-81.52209,0,62.10045815,1,34171,27,92,860,5734,0.14998256,Midwest,MI,MCLAREN CENTRAL MICHIGAN,0,2,4,2,#N/A,0
3678466463,2014,3.68E+13,21110,831782,2.5379246,2,4037.87,31.880229,-89.72086,0,62.50926237,0.399,9804,81,39,2029,9744,0.208230706,South,MS,MAGEE BENEVOLENT ASSOCIATION,0,2,2,2,#N/A,0
1951372259,2014,1.95E+13,7566,308995,2.44858331,2,2035.83,27.839802,-82.71094,0,71.56184746,1,25777,71,71,632,4877,0.129587861,South,FL,LARGO MEDICAL CENTER,0,2,2,2,#N/A,0
8426106113,2014,8.43E+13,9174,266629,3.440736004,2,1204.705,27.475288,-81.48535,0,82.57620098,0.946,15702,35,100,1342,1962,0.683995923,South,FL,KHURANA RADIOLOGY MD PA,1,2,2,1,2,1
7911890009,2014,7.91E+13,29976,265373,11.29579874,2,41715.865,41.843702,-89.47636,0,55.52338095,0.71,23226,39,9,2466,11346,0.21734532,Midwest,IL,KATHERINE SHAW BETHEA HOSPITAL,0,2,5,7,#N/A,0
7810805280,2014,7.81E+13,852,132913,0.641020818,2,68651.75,42.759917,-78.75294,0,40.89394231,0.856,30507,4,46,402,1225,0.328163265,Northeast,NY,KALEIDA HEALTH,0,2,5,6,#N/A,0
2062587991,2014,2.06E+13,97923,733860,13.34355327,2,8000.74,26.172018,-98.25042,0,57.31822967,0.996,22689,83,69,4423,22393,0.197517081,South,TX,IK GUNADI MDPA,0,2,2,#N/A,#N/A,0
9032161518,2014,9.03E+13,14323,451336,3.173467217,2,2361.27,30.053368,-95.21807,0,44.73871154,1,39863,30,31,1701,7380,0.230487805,South,TX,HUMBLE RADIOLOGY ASSOCIATES PA,1,2,2,1,1,1
3375636129,2014,3.38E+13,363,29490,1.230925738,2,258.295,35.34525,-98.66403,0,31.92333333,0,353,11,99,332,332,1,Northeast,NJ,HUDSON MRI PA,0,2,2,#N/A,#N/A,0
5193718757,2014,5.19E+13,7913,329531,2.401291533,2,2122.66,43.192619,-96.32412,0,67.99292885,0.627,5189,42,60,1083,3938,0.275012697,Midwest,IA,HEGG MEMORIAL HOSPITAL,0,2,2,2,#N/A,0
7810924297,2014,7.81E+13,4271,108987,3.918816006,2,1167,44.413056,-68.58156,0,54.9297625,0,2459,31,2,648,3641,0.177973084,Northeast,ME,HANCOCK COUNTY RADIOLOGY CONSULTANTS PA,1,2,2,2,#N/A,0
5799786687,2014,5.80E+13,3487,303751,1.14797976,2,48864.265,27.285142,-82.47363,0,56.72253488,1,17849,19,98,988,4957,0.199314101,South,FL,FLORIDA MEDICAL SPECIALISTS LLC,0,2,2,1,1,1
2567356058,2014,2.57E+13,6902,456966,1.510396835,2,419313.51,27.475288,-81.48535,0,47.95968657,0.946,15702,35,100,14254,737190,0.019335585,South,FL,FLORIDA CANCER SPECIALISTS P L,0,2,3,#N/A,#N/A,0
4284672130,2014,4.28E+13,736,9059,8.124517055,2,670.475,25.864773,-80.30069,0,19.32959524,1,76227,90,95,383,396,0.967171717,South,FL,EIBER RADIOLOGY INC,1,2,1,#N/A,#N/A,0
4880657543,2014,4.88E+13,141,44540,0.316569376,2,552.845,40.781894,-73.95039,0,32.564125,1,61927,38,98,662,1501,0.441039307,Northeast,NY,EASTSIDE MEDICAL RADIOLOGY PLLC,1,2,1,1,2,1
5991950180,2014,5.99E+13,949,87938,1.079169415,2,330.905,26.529581,-80.08226,0,61.27133333,1,20163,45,98,457,457,1,South,FL,DW CONSULTING LLC,0,2,1,1,1,1
5193762870,2014,5.19E+13,129,22618,0.570342205,2,375.075,40.149164,-75.16047,0,54.73871429,1,5257,7,41,304,356,0.853932584,Northeast,PA,"DIAGNOSTIC IMAGING SPECIALISTS, LLC",1,2,2,#N/A,2,0
446241897,2014,4.46E+12,8745,326077,2.681881887,2,1069.35,42.110548,-89.00751,0,68.06167164,0,888,13,8,452,4307,0.104945438,Northeast,CT,"CONNECTICUT VALLEY RADIOLOGY, PC",1,2,2,#N/A,#N/A,0
9739087693,2014,9.74E+13,121393,1525333,7.958458907,2,55957.935,35.091472,-77.09936,0,64.4984703,0.818,38370,48,91,7869,35118,0.224073125,South,NC,COASTAL CAROLINA HEALTH CARE PA,0,2,3,#N/A,2,0
8820993496,2014,8.82E+13,17990,225862,7.9650406,2,51022.075,33.85379,-98.4801,0,75.91209524,0.967,13657,70,93,856,17426,0.049122002,South,TX,CLINICS OF NORTH TEXAS LLP,0,2,2,1,1,1
2769386473,2014,2.77E+13,5855,285679,2.049503114,2,119541.03,33.106582,-96.69402,0,60.1245,0.991,35568,4,4,521,4529,0.115036432,South,TX,HEARTPLACE PA,0,2,#N/A,#N/A,#N/A,0
3476738477,2014,3.48E+13,5151,143496,3.589647098,2,1256.035,42.563333,-93.04954,0,71.69923704,0,2542,23,97,845,4435,0.190529876,Northeast,VT,"CATAMOUNT RADIOLOGY, PC",1,2,1,#N/A,#N/A,0
4880588243,2014,4.88E+13,21826,321116,6.796920739,2,1757.445,44.801249,-106.96782,0,61.54220846,0.765,24933,23,58,1304,6043,0.215786861,West,MT,CAPITAL RADIOLOGY PLLC,1,2,3,#N/A,1,0
244376754,2014,2.44E+12,21021,154055,13.64512674,2,3025.195,37.976008,-100.82503,0,53.92432749,0.889,33900,72,34,2469,8923,0.276700661,Midwest,KS,CAMPUS GARDEN IMAGING PA,1,2,2,1,2,1
1456533637,2014,1.46E+13,7261,253327,2.866255867,2,1094.22,36.21106,-121.05986,0,57.84808173,0.916,16691,93,20,799,4074,0.196121748,West,CA,CALIFORNIA MEDICAL IMAGING ASSOCIATES,1,2,2,#N/A,1,0
143268730,2014,1.43E+12,3244,230009,1.410379594,2,752.69,41.054247,-85.23878,0,74.66658721,0.99,28618,19,59,582,1837,0.316820904,Midwest,IN,"ASSOCIATED IMAGING, INC.",1,2,2,#N/A,#N/A,0
6204010432,2014,6.20E+13,45635,1173376,3.889205165,2,6261.76,35.192829,-86.14045,0,58.01804171,0.584,13499,56,75,5319,18578,0.286306384,South,TN,"ADVANCED RADIOLOGY ASSOCIATES OF SOUTHERN TN, PLLC",1,2,3,3,#N/A,0
6800879370,2014,6.80E+13,7440,73710,10.09361009,2,784.71,42.729832,-108.63154,0,58.98669588,0.534,13941,35,65,691,2286,0.302274716,West,WY,WIND RIVER RADIOLOGY P C,1,2,3,3,3,1
4082510607,2014,4.08E+13,45257,474187,9.544124997,2,76347.425,30.447248,-86.62113,0,68.76260899,1,35645,71,77,2774,16706,0.166048126,South,FL,WHITE WILSON MEDICAL CENTER PA,1,2,2,2,2,1
3173668977,2014,3.17E+13,54004,442183,12.21304302,2,5011.53,32.360362,-99.79886,0,56.39683516,0.869,24026,33,79,3752,16020,0.234207241,South,TX,"WEST TEXAS RADIOLOGY GROUP, PA",1,2,2,2,2,1
8820051006,2014,8.82E+13,8287,52613,15.75086005,2,1789.6,45.118846,-95.04504,0,45.84119162,0.874,23092,63,45,1169,5586,0.209273183,Midwest,MN,WEST CENTRAL RADIOLOGICAL ASSOCIATES LTD,1,2,2,2,2,1
1052593951,2014,1.05E+13,8660,241973,3.578911697,2,1793.3,33.628723,-91.38236,0,50.36534444,0.835,4573,90,96,1399,4968,0.281602254,South,AR,"GREENVILLE RADIOLOGY, INC",1,2,#N/A,#N/A,#N/A,0
1254373053,2014,1.25E+13,32338,866382,3.732533686,2,5020.22,34.712327,-86.08387,0,65.26842905,0.463,11853,60,75,3162,16770,0.188550984,South,AL,"VALLEY RADIOLOGY, P.A.",1,2,2,2,2,1
3375630353,2014,3.38E+13,17240,202636,8.507866322,2,2380.705,43.516115,-93.51768,0,55.23015261,0,712,19,67,1114,10535,0.105742762,Northeast,VT,GREEN MOUNTAIN RADIOLOGY,1,2,#N/A,#N/A,#N/A,0
2769555655,2014,2.77E+13,16254,246622,6.590652902,2,2090.62,36.376289,-85.32585,0,61.94975077,0.352,9407,64,79,1409,6672,0.211181055,South,TN,"TWIN LAKES MEDICAL IMAGING CONSULTANTS, P.C.",1,2,2,2,2,1
2567430978,2014,2.57E+13,35535,245789,14.45752251,2,4804.67,27.648832,-99.53371,0,45.82828367,0.976,61072,40,26,3003,13358,0.224809103,South,TX,TOMAS GARCIA MD PA,1,2,2,2,2,1
1951340595,2014,1.95E+13,34905,337783,10.33355734,2,7076.315,36.055121,-119.01595,0,52.428064,0.912,75959,92,56,4635,20009,0.231645759,West,CA,"T.W. MACLENNAN, M.D., A MEDICAL CORP",1,2,3,2,3,1
2466597893,2014,2.47E+13,33427,459721,7.271149241,2,4301.375,33.450215,-88.82383,0,63.72854687,0.667,43060,80,62,3627,13021,0.278550035,South,MS,STARKVILLE RADIOLOGY PLLC,1,2,2,2,2,1
6305877051,2014,6.31E+13,9553,364512,2.6207642,2,3205.165,34.135259,-118.25948,0,59.23793606,1,17053,86,60,3246,7097,0.457376356,West,CA,GLENDALE DIAGNOSTIC IMAGING NETWORK MEDICAL OFFICE INC,1,2,#N/A,#N/A,#N/A,0
8729250410,2014,8.73E+13,8959,434153,2.063558239,2,1209.885,32.867103,-96.44129,0,54.86496891,0.881,30877,17,7,1184,3000,0.394666667,South,TX,"SOUTHWESTERN RADIOLOGY ASSOCIATES, P.A.",1,2,2,3,3,1
6103729751,2014,6.10E+13,7283,101713,7.160343319,2,4938.025,44.798379,-122.7601,0,51.91570614,0.794,9441,83,39,965,3430,0.281341108,West,OR,SANTIAM MEMORIAL HOSPITAL,1,2,3,4,4,1
2365440567,2014,2.37E+13,9206,533540,1.725456386,2,29763.955,25.702429,-80.36184,0,53.60212384,1,32996,38,84,1110,3889,0.285420417,South,FL,"GASTRO HEALTH, P.L.",0,2,#N/A,1,1,0
9739092180,2014,9.74E+13,27697,399137,6.93922137,2,1834.755,37.044233,-88.59046,0,72.21679529,0.808,28933,64,62,746,7892,0.094526102,South,KY,REGIONAL RADIOLOGY ASSOCIATES PLLC,1,2,2,2,1,1
1759352248,2014,1.76E+13,38197,668106,5.717206551,2,4028.82,31.779481,-95.63325,0,56.9211009,0.664,16187,70,46,3316,13573,0.244308554,South,TX,REGIONAL RADIOLOGY ASSOCIATES,1,2,2,2,2,1
9830226554,2014,9.83E+13,6463,113161,5.711331643,2,678.265,45.181311,-89.70469,0,59.1011117,0.531,18941,31,27,544,2232,0.243727599,Midwest,WI,RADIOLOGY MERRILL SC,1,2,2,2,2,1
2466403837,2014,2.47E+13,25079,290752,8.625564055,2,3038.955,36.947446,-81.09439,0,60.9216423,0.502,13937,70,82,2563,10040,0.255278884,South,VA,RADIOLOGY CONSULTANTS OF WYTHEVILLE,1,2,2,2,2,1
7012072572,2014,7.01E+13,28275,267211,10.58152546,2,2495.715,37.954823,-121.30735,0,50.8504687,1,15971,98,28,1874,7806,0.24007174,West,CA,RADIOLOGY CONSULTANTS MEDICAL GROUP INC,1,2,3,3,2,1
345330486,2014,3.45E+12,12427,362337,3.429680104,2,1675.98,36.414739,-78.97375,0,58.71756373,0.811,11155,97,81,1190,5601,0.21246206,South,NC,"RADIOLOGY ASSOCIATES OF ROXBORO, PA",1,2,2,2,3,1
446249304,2014,4.46E+12,4116,298315,1.379749594,2,289.69,33.754053,-96.57867,0,50.02451128,0.841,22325,62,87,273,639,0.427230047,South,TX,"RADIOLOGY ASSOCIATES OF DENISON, LLP",1,2,2,2,2,1
9335249606,2014,9.34E+13,3464,171284,2.022372201,2,515.48,37.707763,-89.19246,0,69.17629508,0.926,27035,81,89,479,965,0.496373057,Midwest,MO,RADIOLOGIC INTERPRETATIONS OF SOUTHERN ILLINOIS LTD,1,2,2,2,2,1
6709060320,2014,6.71E+13,22938,373189,6.146483417,2,2125.27,38.720938,-90.11431,0,52.23130423,0.99,42495,57,62,1880,6735,0.279138827,Midwest,IL,PROFESSIONAL RADIOLOGIC IMAGING LTD,1,2,3,3,2,1
4789596362,2014,4.79E+13,18337,864486,2.121144819,2,35229.98,39.712887,-82.61216,0,53.14116736,0.714,59566,60,52,1211,5362,0.225848564,Midwest,OH,FAIRFIELD HEALTHCARE PROFESSIONALS INC,0,2,#N/A,#N/A,#N/A,0
6103085295,2014,6.10E+13,6474,299543,2.161292369,2,46926.185,31.654792,-92.12872,0,43.13768803,0.53,7763,63,81,223,24751,0.009009737,South,AR,ESS HOSPITALIST LLC,0,2,#N/A,#N/A,#N/A,0
7719159011,2014,7.72E+13,22292,454774,4.901775387,2,2912.565,38.87018,-82.10751,0,61.34550248,0.572,8893,50,79,1835,9218,0.199067043,South,WV,POINT IMAGING CONSULTANTS INC,1,2,2,2,2,1
3971653734,2014,3.97E+13,20174,319957,6.305222264,2,2213.39,41.411394,-92.91126,0,63.07468293,0.699,13938,18,52,1127,8348,0.135002396,Midwest,IA,"PELLA IMAGING CONSULTANTS, INC",1,2,2,2,2,1
3476726506,2014,3.48E+13,11612,141019,8.234351399,2,1514.505,42.965372,-77.14416,0,54.49666,0.486,6116,34,84,1055,4313,0.244609321,Northeast,NY,ONTARIO RADIOLOGY PLLC,1,2,2,2,2,1
2365330933,2014,2.37E+13,22195,276684,8.021786587,2,2152.165,47.069339,-122.87249,0,65.6004899,0.834,18732,43,48,1424,8011,0.177755586,West,WA,"OLYMPIA RADIOLOGISTS, P.S.",1,2,2,2,2,1
